<TABLE>,tradable
asset-name,asset-class
STRING,STRING
stock_0,stock
stock_1,stock
stock_2,stock
commodity_0,commodity
commodity_1,commodity
commodity_2,commodity
future_0,future
future_1,future
future_2,future
bond_0,bond
bond_1,bond
bond_2,bond
<TABLE>,price-over-time
38,bond_2,487.56
39,stock_0,477.84
39,stock_1,443.90
39,stock_2,430.28
39,commodity_0,409.42
39,commodity_1,424.51
39,commodity_2,442.13
39,future_0,454.69
39,future_1,465.63
39,future_2,438.35
39,bond_0,428.06
39,bond_1,477.99
39,bond_2,450.67
40,stock_0,484.29
40,stock_1,408.96
40,stock_2,409.25
40,commodity_0,490.32
40,commodity_1,415.04
40,commodity_2,470.93
40,future_0,421.20
40,future_1,473.15
40,future_2,421.93
40,bond_0,422.63
40,bond_1,454.90
40,bond_2,488.19
41,stock_0,449.89
41,stock_1,475.82
41,stock_2,412.07
41,commodity_0,415.65
41,commodity_1,469.38
41,commodity_2,447.76
41,future_0,413.47
41,future_1,449.37
41,future_2,439.23
41,bond_0,473.24
41,bond_1,439.97
41,bond_2,471.38
42,stock_0,466.70
42,stock_1,432.83
42,stock_2,426.49
42,commodity_0,443.08
42,commodity_1,459.47
42,commodity_2,454.48
42,future_0,450.23
42,future_1,409.63
42,future_2,469.19
42,bond_0,466.84
42,bond_1,428.17
42,bond_2,466.06
43,stock_0,460.32
43,stock_1,432.29
43,stock_2,484.22
43,commodity_0,430.85
43,commodity_1,431.13
43,commodity_2,427.67
43,future_0,495.22
43,future_1,436.56
43,future_2,473.94
43,bond_0,489.38
43,bond_1,447.94
43,bond_2,494.33
44,stock_0,462.01
44,stock_1,427.45
44,stock_2,487.58
44,commodity_0,451.16
44,commodity_1,456.27
44,commodity_2,434.93
44,future_0,456.90
44,future_1,452.52
44,future_2,493.18
44,bond_0,480.37
44,bond_1,457.39
44,bond_2,426.09
45,stock_0,412.04
45,stock_1,464.88
45,stock_2,416.05
45,commodity_0,433.31
45,commodity_1,480.47
45,commodity_2,447.60
45,future_0,419.08
45,future_1,413.59
45,future_2,424.94
45,bond_0,466.61
45,bond_1,450.79
45,bond_2,406.74
46,stock_0,469.23
46,stock_1,427.77
46,stock_2,492.82
46,commodity_0,463.93
46,commodity_1,460.47
46,commodity_2,453.74
46,future_0,458.76
46,future_1,436.98
46,future_2,419.07
46,bond_0,454.33
46,bond_1,492.38
46,bond_2,407.18
47,stock_0,464.94
47,stock_1,475.59
47,stock_2,496.74
47,commodity_0,491.27
47,commodity_1,431.05
47,commodity_2,490.74
47,future_0,473.40
47,future_1,403.41
47,future_2,474.70
47,bond_0,422.70
47,bond_1,486.28
47,bond_2,425.41
48,stock_0,431.57
48,stock_1,482.84
48,stock_2,446.94
48,commodity_0,464.29
48,commodity_1,456.21
48,commodity_2,474.83
48,future_0,414.62
48,future_1,424.43
48,future_2,416.99
48,bond_0,482.85
48,bond_1,487.38
48,bond_2,425.76
49,stock_0,490.31
49,stock_1,402.87
49,stock_2,465.36
49,commodity_0,442.67
49,commodity_1,478.49
49,commodity_2,486.13
49,future_0,499.39
49,future_1,483.39
49,future_2,406.07
49,bond_0,478.86
49,bond_1,493.83
49,bond_2,474.11
50,stock_0,443.38
50,stock_1,437.18
50,stock_2,484.53
50,commodity_0,404.24
50,commodity_1,416.75
50,commodity_2,462.34
50,future_0,437.00
50,future_1,493.15
50,future_2,494.35
50,bond_0,435.33
50,bond_1,474.67
50,bond_2,451.38
51,stock_0,489.53
51,stock_1,494.32
51,stock_2,468.89
51,commodity_0,411.88
51,commodity_1,494.33
51,commodity_2,426.42
51,future_0,401.07
51,future_1,439.92
51,future_2,485.68
51,bond_0,436.18
51,bond_1,443.66
51,bond_2,445.06
52,stock_0,440.27
52,stock_1,407.21
52,stock_2,450.38
52,commodity_0,465.33
52,commodity_1,428.37
52,commodity_2,489.28
52,future_0,477.41
52,future_1,457.36
52,future_2,436.97
52,bond_0,460.79
52,bond_1,461.51
52,bond_2,430.04
53,stock_0,438.27
53,stock_1,478.90
53,stock_2,416.48
53,commodity_0,476.19
53,commodity_1,486.72
53,commodity_2,452.48
53,future_0,477.01
53,future_1,488.48
53,future_2,428.37
53,bond_0,439.91
53,bond_1,456.55
53,bond_2,496.71
54,stock_0,477.19
54,stock_1,490.50
54,stock_2,492.08
54,commodity_0,454.48
54,commodity_1,497.81
54,commodity_2,472.02
54,future_0,498.57
54,future_1,404.45
54,future_2,480.95
54,bond_0,402.07
54,bond_1,457.66
54,bond_2,491.09
55,stock_0,478.36
55,stock_1,483.96
55,stock_2,462.00
55,commodity_0,421.00
55,commodity_1,414.92
55,commodity_2,421.62
55,future_0,465.89
55,future_1,462.90
55,future_2,459.93
55,bond_0,481.26
55,bond_1,498.62
55,bond_2,425.12
56,stock_0,487.76
56,stock_1,496.47
56,stock_2,404.73
56,commodity_0,496.91
56,commodity_1,459.01
56,commodity_2,450.21
56,future_0,485.72
56,future_1,432.53
56,future_2,403.12
56,bond_0,435.53
56,bond_1,460.66
56,bond_2,420.94
57,stock_0,494.35
57,stock_1,458.07
57,stock_2,445.12
57,commodity_0,432.04
57,commodity_1,489.78
57,commodity_2,450.07
57,future_0,444.01
57,future_1,491.17
57,future_2,464.82
57,bond_0,461.29
57,bond_1,449.02
57,bond_2,461.91
58,stock_0,452.94
58,stock_1,416.18
58,stock_2,419.19
58,commodity_0,471.49
58,commodity_1,441.84
58,commodity_2,430.91
58,future_0,441.60
58,future_1,422.16
58,future_2,423.52
58,bond_0,469.68
58,bond_1,418.35
58,bond_2,438.96
59,stock_0,476.19
59,stock_1,426.92
59,stock_2,408.15
59,commodity_0,402.10
59,commodity_1,402.71
59,commodity_2,476.46
59,future_0,432.35
59,future_1,460.54
59,future_2,476.49
59,bond_0,428.45
59,bond_1,497.97
59,bond_2,402.61
60,stock_0,471.05
60,stock_1,482.21
60,stock_2,428.69
60,commodity_0,438.36
60,commodity_1,419.07
60,commodity_2,494.03
60,future_0,458.97
60,future_1,466.94
60,future_2,482.95
60,bond_0,404.36
60,bond_1,446.38
60,bond_2,484.47
61,stock_0,498.22
61,stock_1,472.24
61,stock_2,434.74
61,commodity_0,438.03
61,commodity_1,427.90
61,commodity_2,466.50
61,future_0,416.96
61,future_1,485.87
61,future_2,489.90
61,bond_0,433.73
61,bond_1,413.39
61,bond_2,409.32
62,stock_0,476.58
62,stock_1,464.83
62,stock_2,407.39
62,commodity_0,485.25
62,commodity_1,406.12
62,commodity_2,400.82
62,future_0,455.05
62,future_1,497.94
62,future_2,460.79
62,bond_0,428.88
62,bond_1,497.65
62,bond_2,409.30
63,stock_0,469.69
63,stock_1,407.26
63,stock_2,410.83
63,commodity_0,485.88
63,commodity_1,460.05
63,commodity_2,497.97
63,future_0,454.90
63,future_1,445.72
63,future_2,486.51
63,bond_0,495.95
63,bond_1,461.92
63,bond_2,461.90
64,stock_0,478.00
64,stock_1,479.09
64,stock_2,496.32
64,commodity_0,425.46
64,commodity_1,405.74
64,commodity_2,423.39
64,future_0,492.00
64,future_1,441.53
64,future_2,421.38
64,bond_0,483.02
64,bond_1,465.36
64,bond_2,470.71
65,stock_0,449.88
65,stock_1,444.17
65,stock_2,489.63
65,commodity_0,496.48
65,commodity_1,410.43
65,commodity_2,486.53
65,future_0,413.37
65,future_1,457.55
65,future_2,403.49
65,bond_0,418.01
65,bond_1,475.13
65,bond_2,464.20
66,stock_0,443.46
66,stock_1,449.30
66,stock_2,491.68
66,commodity_0,490.22
66,commodity_1,456.16
66,commodity_2,406.20
66,future_0,488.85
66,future_1,449.72
66,future_2,420.85
66,bond_0,466.26
66,bond_1,406.64
66,bond_2,415.84
67,stock_0,471.51
67,stock_1,400.01
67,stock_2,424.90
67,commodity_0,468.54
67,commodity_1,464.82
67,commodity_2,478.14
67,future_0,454.16
67,future_1,473.64
67,future_2,432.07
67,bond_0,487.71
67,bond_1,457.50
67,bond_2,499.62
68,stock_0,484.73
68,stock_1,434.48
68,stock_2,488.85
68,commodity_0,410.09
68,commodity_1,457.18
68,commodity_2,484.96
68,future_0,412.46
68,future_1,422.37
68,future_2,490.61
68,bond_0,471.54
68,bond_1,493.08
68,bond_2,407.73
69,stock_0,429.44
69,stock_1,456.17
69,stock_2,442.11
69,commodity_0,413.22
69,commodity_1,413.34
69,commodity_2,417.86
69,future_0,481.82
69,future_1,468.59
69,future_2,411.40
69,bond_0,431.84
69,bond_1,417.00
69,bond_2,417.79
70,stock_0,449.22
70,stock_1,401.94
70,stock_2,495.89
70,commodity_0,490.76
70,commodity_1,405.37
70,commodity_2,493.92
70,future_0,443.83
70,future_1,434.26
70,future_2,402.14
70,bond_0,496.02
70,bond_1,478.93
70,bond_2,475.61
71,stock_0,481.47
71,stock_1,428.77
71,stock_2,492.23
71,commodity_0,446.96
71,commodity_1,479.14
71,commodity_2,453.00
71,future_0,403.51
71,future_1,406.60
71,future_2,444.99
71,bond_0,428.07
71,bond_1,459.80
71,bond_2,462.36
72,stock_0,477.65
72,stock_1,489.35
72,stock_2,494.51
72,commodity_0,461.46
72,commodity_1,441.70
72,commodity_2,485.76
72,future_0,402.71
72,future_1,466.73
72,future_2,423.98
72,bond_0,413.38
72,bond_1,436.39
72,bond_2,486.66
73,stock_0,476.11
73,stock_1,459.35
73,stock_2,483.17
73,commodity_0,406.57
73,commodity_1,428.26
73,commodity_2,443.08
73,future_0,421.33
73,future_1,412.92
73,future_2,494.72
73,bond_0,410.04
73,bond_1,447.27
73,bond_2,470.74
74,stock_0,450.55
74,stock_1,497.49
74,stock_2,437.69
74,commodity_0,470.02
74,commodity_1,452.04
74,commodity_2,499.80
74,future_0,445.96
74,future_1,489.82
74,future_2,457.39
74,bond_0,431.27
74,bond_1,447.84
74,bond_2,424.86
75,stock_0,419.78
75,stock_1,446.42
75,stock_2,457.53
75,commodity_0,499.30
75,commodity_1,473.71
75,commodity_2,445.00
75,future_0,468.01
75,future_1,431.33
75,future_2,497.14
75,bond_0,403.69
75,bond_1,402.50
75,bond_2,401.48
76,stock_0,403.07
76,stock_1,406.37
76,stock_2,455.21
76,commodity_0,471.55
76,commodity_1,451.87
76,commodity_2,425.23
76,future_0,407.17
76,future_1,407.62
76,future_2,423.18
76,bond_0,460.95
76,bond_1,426.00
76,bond_2,467.55
77,stock_0,445.09
77,stock_1,425.56
77,stock_2,427.65
77,commodity_0,464.14
77,commodity_1,497.36
77,commodity_2,442.77
77,future_0,482.19
77,future_1,445.96
77,future_2,478.69
77,bond_0,459.58
77,bond_1,489.37
77,bond_2,422.44
78,stock_0,489.03
78,stock_1,490.72
78,stock_2,402.32
78,commodity_0,484.56
78,commodity_1,449.31
78,commodity_2,420.91
78,future_0,457.55
78,future_1,435.62
78,future_2,447.79
78,bond_0,406.78
78,bond_1,466.20
78,bond_2,454.49
79,stock_0,467.79
79,stock_1,418.05
79,stock_2,460.36
79,commodity_0,416.54
79,commodity_1,422.66
79,commodity_2,459.86
79,future_0,435.83
79,future_1,433.08
79,future_2,465.79
79,bond_0,413.50
79,bond_1,409.46
79,bond_2,418.22
80,stock_0,460.47
80,stock_1,433.19
80,stock_2,470.37
80,commodity_0,428.77
80,commodity_1,473.77
80,commodity_2,445.14
80,future_0,426.66
80,future_1,401.25
80,future_2,468.72
80,bond_0,454.55
80,bond_1,434.43
80,bond_2,413.51
81,stock_0,482.35
81,stock_1,442.29
81,stock_2,429.88
81,commodity_0,458.82
81,commodity_1,422.66
81,commodity_2,407.84
81,future_0,462.70
81,future_1,451.63
81,future_2,416.49
81,bond_0,421.90
81,bond_1,423.63
81,bond_2,403.50
82,stock_0,417.54
82,stock_1,457.30
82,stock_2,453.14
82,commodity_0,484.56
82,commodity_1,483.44
82,commodity_2,405.30
82,future_0,479.72
82,future_1,480.09
82,future_2,448.27
82,bond_0,469.34
82,bond_1,446.86
82,bond_2,401.26
83,stock_0,403.36
83,stock_1,450.37
83,stock_2,409.52
83,commodity_0,454.52
83,commodity_1,454.41
83,commodity_2,455.98
83,future_0,412.74
83,future_1,447.60
83,future_2,483.72
83,bond_0,498.03
83,bond_1,420.71
83,bond_2,427.54
84,stock_0,498.87
84,stock_1,481.32
84,stock_2,492.70
84,commodity_0,492.15
84,commodity_1,429.87
84,commodity_2,473.06
84,future_0,448.17
84,future_1,483.42
84,future_2,488.60
84,bond_0,438.99
84,bond_1,442.94
84,bond_2,441.59
85,stock_0,411.84
85,stock_1,494.15
85,stock_2,434.55
85,commodity_0,427.12
85,commodity_1,495.26
85,commodity_2,436.07
85,future_0,497.30
85,future_1,490.67
85,future_2,417.99
85,bond_0,446.89
85,bond_1,414.44
85,bond_2,463.53
86,stock_0,459.08
86,stock_1,484.26
86,stock_2,473.99
86,commodity_0,464.06
86,commodity_1,492.40
86,commodity_2,419.35
86,future_0,464.21
86,future_1,462.94
86,future_2,424.88
86,bond_0,423.33
86,bond_1,455.73
86,bond_2,400.88
87,stock_0,422.13
87,stock_1,417.63
87,stock_2,400.84
87,commodity_0,489.25
87,commodity_1,479.09
87,commodity_2,457.52
87,future_0,421.42
87,future_1,406.82
87,future_2,407.99
87,bond_0,441.06
87,bond_1,483.76
87,bond_2,479.87
88,stock_0,461.82
88,stock_1,444.16
88,stock_2,446.08
88,commodity_0,499.60
88,commodity_1,430.85
88,commodity_2,416.62
88,future_0,415.99
88,future_1,405.94
88,future_2,421.92
88,bond_0,448.52
88,bond_1,449.14
88,bond_2,451.18
89,stock_0,419.18
89,stock_1,477.75
89,stock_2,431.50
89,commodity_0,424.23
89,commodity_1,459.86
89,commodity_2,483.53
89,future_0,401.93
89,future_1,465.37
89,future_2,406.08
89,bond_0,414.54
89,bond_1,470.39
89,bond_2,436.21
90,stock_0,401.22
90,stock_1,480.93
90,stock_2,414.46
90,commodity_0,479.79
90,commodity_1,425.96
90,commodity_2,456.31
90,future_0,437.01
90,future_1,472.36
90,future_2,484.05
90,bond_0,469.00
90,bond_1,415.20
90,bond_2,447.98
91,stock_0,442.72
91,stock_1,424.07
91,stock_2,407.28
91,commodity_0,424.02
91,commodity_1,412.51
91,commodity_2,423.29
91,future_0,460.95
91,future_1,494.40
91,future_2,458.51
91,bond_0,459.97
91,bond_1,470.82
91,bond_2,491.61
92,stock_0,463.33
92,stock_1,426.43
92,stock_2,462.61
92,commodity_0,474.97
92,commodity_1,446.85
92,commodity_2,445.96
92,future_0,443.39
92,future_1,402.99
92,future_2,410.61
92,bond_0,416.81
92,bond_1,439.12
92,bond_2,406.86
93,stock_0,481.40
93,stock_1,470.15
93,stock_2,452.08
93,commodity_0,414.33
93,commodity_1,491.47
93,commodity_2,442.04
93,future_0,499.88
93,future_1,473.21
93,future_2,489.69
93,bond_0,459.83
93,bond_1,441.05
93,bond_2,486.01
94,stock_0,421.94
94,stock_1,432.91
94,stock_2,458.24
94,commodity_0,421.60
94,commodity_1,458.28
94,commodity_2,409.46
94,future_0,469.08
94,future_1,477.94
94,future_2,456.33
94,bond_0,487.76
94,bond_1,488.51
94,bond_2,447.38
95,stock_0,460.97
95,stock_1,427.36
95,stock_2,419.10
95,commodity_0,466.88
95,commodity_1,474.56
95,commodity_2,441.55
95,future_0,416.21
95,future_1,481.57
95,future_2,477.27
95,bond_0,482.05
95,bond_1,402.31
95,bond_2,449.98
96,stock_0,413.67
96,stock_1,494.32
96,stock_2,481.74
96,commodity_0,402.81
96,commodity_1,413.78
96,commodity_2,479.58
96,future_0,454.63
96,future_1,478.82
96,future_2,490.73
96,bond_0,494.29
96,bond_1,456.00
96,bond_2,454.20
97,stock_0,428.52
97,stock_1,457.13
97,stock_2,491.06
97,commodity_0,484.10
97,commodity_1,427.59
97,commodity_2,487.67
97,future_0,469.25
97,future_1,469.82
97,future_2,467.71
97,bond_0,430.85
97,bond_1,403.57
97,bond_2,495.81
98,stock_0,431.85
98,stock_1,493.50
98,stock_2,426.41
98,commodity_0,425.12
98,commodity_1,471.64
98,commodity_2,471.85
98,future_0,429.52
98,future_1,436.70
98,future_2,454.06
98,bond_0,429.06
98,bond_1,454.75
98,bond_2,496.01
99,stock_0,457.51
99,stock_1,470.75
99,stock_2,444.25
99,commodity_0,404.91
99,commodity_1,479.58
99,commodity_2,430.44
99,future_0,493.99
99,future_1,470.04
99,future_2,472.05
99,bond_0,419.19
99,bond_1,452.52
99,bond_2,476.36
100,stock_0,444.82
100,stock_1,412.71
100,stock_2,441.59
100,commodity_0,447.91
100,commodity_1,461.24
100,commodity_2,439.98
100,future_0,471.99
100,future_1,484.68
100,future_2,463.67
100,bond_0,469.19
100,bond_1,450.16
100,bond_2,486.90
101,stock_0,432.39
101,stock_1,402.39
101,stock_2,445.59
101,commodity_0,485.32
101,commodity_1,492.54
101,commodity_2,449.53
101,future_0,479.30
101,future_1,439.08
101,future_2,409.75
101,bond_0,472.59
101,bond_1,429.78
101,bond_2,432.02
102,stock_0,411.98
102,stock_1,429.74
102,stock_2,491.84
102,commodity_0,449.45
102,commodity_1,420.38
102,commodity_2,470.70
102,future_0,467.55
102,future_1,429.63
102,future_2,468.06
102,bond_0,405.86
102,bond_1,495.47
102,bond_2,417.97
103,stock_0,476.95
103,stock_1,467.57
103,stock_2,444.03
103,commodity_0,410.76
103,commodity_1,460.51
103,commodity_2,411.32
103,future_0,400.73
103,future_1,459.22
103,future_2,435.84
