<TABLE>,tradable
asset-name,asset-class
STRING,STRING
stock_0,stock
stock_1,stock
stock_2,stock
commodity_0,commodity
commodity_1,commodity
commodity_2,commodity
future_0,future
future_1,future
future_2,future
bond_0,bond
bond_1,bond
bond_2,bond
<TABLE>,price-over-time
38,bond_2,137.24
39,stock_0,119.47
39,stock_1,151.30
39,stock_2,158.39
39,commodity_0,120.77
39,commodity_1,112.16
39,commodity_2,172.99
39,future_0,182.25
39,future_1,102.49
39,future_2,131.29
39,bond_0,114.23
39,bond_1,156.12
39,bond_2,196.98
40,stock_0,109.62
40,stock_1,190.27
40,stock_2,129.93
40,commodity_0,152.31
40,commodity_1,127.18
40,commodity_2,191.71
40,future_0,148.43
40,future_1,193.13
40,future_2,114.53
40,bond_0,135.25
40,bond_1,199.75
40,bond_2,158.67
41,stock_0,161.07
41,stock_1,170.25
41,stock_2,131.84
41,commodity_0,101.77
41,commodity_1,181.84
41,commodity_2,102.20
41,future_0,174.74
41,future_1,158.27
41,future_2,132.59
41,bond_0,132.05
41,bond_1,105.08
41,bond_2,106.57
42,stock_0,138.58
42,stock_1,135.60
42,stock_2,198.81
42,commodity_0,102.09
42,commodity_1,156.35
42,commodity_2,188.83
42,future_0,146.95
42,future_1,110.92
42,future_2,189.31
42,bond_0,193.46
42,bond_1,177.08
42,bond_2,133.25
43,stock_0,129.42
43,stock_1,176.63
43,stock_2,157.32
43,commodity_0,184.91
43,commodity_1,145.35
43,commodity_2,197.25
43,future_0,192.06
43,future_1,189.01
43,future_2,187.18
43,bond_0,138.72
43,bond_1,137.68
43,bond_2,151.37
44,stock_0,175.76
44,stock_1,108.16
44,stock_2,132.45
44,commodity_0,197.49
44,commodity_1,143.56
44,commodity_2,190.64
44,future_0,120.62
44,future_1,173.09
44,future_2,124.47
44,bond_0,127.15
44,bond_1,115.05
44,bond_2,113.01
45,stock_0,199.95
45,stock_1,187.68
45,stock_2,153.91
45,commodity_0,116.00
45,commodity_1,176.50
45,commodity_2,181.91
45,future_0,169.39
45,future_1,153.11
45,future_2,189.23
45,bond_0,124.04
45,bond_1,138.09
45,bond_2,118.40
46,stock_0,100.17
46,stock_1,115.37
46,stock_2,179.36
46,commodity_0,145.67
46,commodity_1,181.40
46,commodity_2,137.37
46,future_0,139.13
46,future_1,107.00
46,future_2,133.51
46,bond_0,140.42
46,bond_1,151.00
46,bond_2,126.37
47,stock_0,124.84
47,stock_1,183.29
47,stock_2,192.37
47,commodity_0,145.51
47,commodity_1,148.24
47,commodity_2,122.33
47,future_0,126.74
47,future_1,153.36
47,future_2,142.06
47,bond_0,115.96
47,bond_1,113.68
47,bond_2,188.03
48,stock_0,166.97
48,stock_1,136.33
48,stock_2,188.14
48,commodity_0,193.87
48,commodity_1,148.65
48,commodity_2,117.80
48,future_0,138.78
48,future_1,107.96
48,future_2,114.66
48,bond_0,107.56
48,bond_1,179.95
48,bond_2,197.70
49,stock_0,137.61
49,stock_1,196.56
49,stock_2,132.47
49,commodity_0,165.21
49,commodity_1,106.38
49,commodity_2,110.77
49,future_0,189.84
49,future_1,183.19
49,future_2,177.62
49,bond_0,129.51
49,bond_1,181.38
49,bond_2,115.34
50,stock_0,147.72
50,stock_1,171.63
50,stock_2,188.34
50,commodity_0,101.42
50,commodity_1,197.10
50,commodity_2,188.63
50,future_0,153.42
50,future_1,174.78
50,future_2,154.43
50,bond_0,193.27
50,bond_1,102.91
50,bond_2,104.83
51,stock_0,154.00
51,stock_1,183.88
51,stock_2,120.60
51,commodity_0,172.82
51,commodity_1,110.30
51,commodity_2,144.79
51,future_0,198.95
51,future_1,117.08
51,future_2,144.25
51,bond_0,115.10
51,bond_1,147.57
51,bond_2,196.83
52,stock_0,156.38
52,stock_1,120.68
52,stock_2,193.50
52,commodity_0,125.08
52,commodity_1,146.87
52,commodity_2,121.24
52,future_0,137.18
52,future_1,161.54
52,future_2,123.32
52,bond_0,142.95
52,bond_1,123.13
52,bond_2,155.04
53,stock_0,176.00
53,stock_1,183.59
53,stock_2,193.97
53,commodity_0,136.63
53,commodity_1,129.82
53,commodity_2,192.22
53,future_0,177.24
53,future_1,110.84
53,future_2,109.25
53,bond_0,135.34
53,bond_1,171.66
53,bond_2,115.97
54,stock_0,125.46
54,stock_1,106.61
54,stock_2,178.21
54,commodity_0,163.13
54,commodity_1,117.33
54,commodity_2,168.39
54,future_0,108.83
54,future_1,111.05
54,future_2,108.40
54,bond_0,194.00
54,bond_1,172.41
54,bond_2,172.69
55,stock_0,145.34
55,stock_1,117.62
55,stock_2,182.04
55,commodity_0,164.55
55,commodity_1,149.40
55,commodity_2,158.75
55,future_0,106.48
55,future_1,187.39
55,future_2,157.18
55,bond_0,168.38
55,bond_1,173.42
55,bond_2,138.15
56,stock_0,111.40
56,stock_1,131.44
56,stock_2,185.04
56,commodity_0,198.21
56,commodity_1,133.35
56,commodity_2,108.07
56,future_0,167.05
56,future_1,192.07
56,future_2,166.09
56,bond_0,152.32
56,bond_1,120.68
56,bond_2,111.13
57,stock_0,191.19
57,stock_1,162.26
57,stock_2,115.85
57,commodity_0,153.66
57,commodity_1,162.65
57,commodity_2,110.37
57,future_0,114.14
57,future_1,130.00
57,future_2,182.37
57,bond_0,151.29
57,bond_1,177.15
57,bond_2,152.69
58,stock_0,149.26
58,stock_1,197.72
58,stock_2,148.20
58,commodity_0,185.50
58,commodity_1,169.70
58,commodity_2,198.64
58,future_0,135.90
58,future_1,171.64
58,future_2,181.25
58,bond_0,189.25
58,bond_1,148.17
58,bond_2,186.08
59,stock_0,187.19
59,stock_1,153.19
59,stock_2,196.33
59,commodity_0,150.55
59,commodity_1,121.34
59,commodity_2,120.92
59,future_0,132.60
59,future_1,116.36
59,future_2,113.34
59,bond_0,137.32
59,bond_1,188.13
59,bond_2,141.56
60,stock_0,115.07
60,stock_1,194.58
60,stock_2,153.79
60,commodity_0,116.18
60,commodity_1,147.73
60,commodity_2,143.49
60,future_0,195.74
60,future_1,187.70
60,future_2,156.79
60,bond_0,163.30
60,bond_1,166.69
60,bond_2,139.99
61,stock_0,121.15
61,stock_1,192.22
61,stock_2,138.40
61,commodity_0,109.56
61,commodity_1,119.87
61,commodity_2,134.08
61,future_0,199.73
61,future_1,162.07
61,future_2,146.70
61,bond_0,112.48
61,bond_1,158.96
61,bond_2,110.17
62,stock_0,133.31
62,stock_1,143.23
62,stock_2,163.02
62,commodity_0,150.33
62,commodity_1,140.09
62,commodity_2,143.21
62,future_0,113.58
62,future_1,151.63
62,future_2,140.46
62,bond_0,110.18
62,bond_1,117.64
62,bond_2,104.46
63,stock_0,133.87
63,stock_1,164.46
63,stock_2,151.74
63,commodity_0,180.63
63,commodity_1,124.26
63,commodity_2,147.39
63,future_0,194.12
63,future_1,142.68
63,future_2,147.63
63,bond_0,145.24
63,bond_1,116.91
63,bond_2,113.71
64,stock_0,117.94
64,stock_1,167.19
64,stock_2,196.24
64,commodity_0,150.29
64,commodity_1,179.18
64,commodity_2,170.01
64,future_0,147.57
64,future_1,148.97
64,future_2,115.23
64,bond_0,142.25
64,bond_1,101.05
64,bond_2,104.90
65,stock_0,173.29
65,stock_1,195.36
65,stock_2,134.44
65,commodity_0,108.41
65,commodity_1,145.79
65,commodity_2,173.93
65,future_0,143.67
65,future_1,173.72
65,future_2,192.96
65,bond_0,134.55
65,bond_1,124.93
65,bond_2,199.23
66,stock_0,123.41
66,stock_1,159.88
66,stock_2,125.17
66,commodity_0,165.99
66,commodity_1,169.93
66,commodity_2,199.49
66,future_0,171.25
66,future_1,190.15
66,future_2,178.65
66,bond_0,144.93
66,bond_1,141.04
66,bond_2,134.15
67,stock_0,123.38
67,stock_1,131.47
67,stock_2,189.09
67,commodity_0,197.78
67,commodity_1,192.28
67,commodity_2,135.10
67,future_0,146.38
67,future_1,180.22
67,future_2,132.67
67,bond_0,147.16
67,bond_1,132.07
67,bond_2,138.61
68,stock_0,141.17
68,stock_1,138.17
68,stock_2,170.88
68,commodity_0,167.58
68,commodity_1,153.50
68,commodity_2,184.43
68,future_0,118.54
68,future_1,188.71
68,future_2,136.97
68,bond_0,148.72
68,bond_1,137.68
68,bond_2,121.84
69,stock_0,119.53
69,stock_1,160.40
69,stock_2,179.93
69,commodity_0,155.92
69,commodity_1,121.42
69,commodity_2,145.96
69,future_0,163.39
69,future_1,125.15
69,future_2,150.69
69,bond_0,195.24
69,bond_1,162.17
69,bond_2,136.60
70,stock_0,108.33
70,stock_1,180.06
70,stock_2,143.08
70,commodity_0,176.94
70,commodity_1,172.72
70,commodity_2,150.85
70,future_0,116.77
70,future_1,132.94
70,future_2,127.86
70,bond_0,100.92
70,bond_1,166.53
70,bond_2,178.47
71,stock_0,169.10
71,stock_1,110.37
71,stock_2,104.44
71,commodity_0,149.33
71,commodity_1,138.82
71,commodity_2,117.77
71,future_0,139.79
71,future_1,126.08
71,future_2,131.82
71,bond_0,196.23
71,bond_1,117.17
71,bond_2,145.58
72,stock_0,164.80
72,stock_1,146.93
72,stock_2,142.63
72,commodity_0,183.26
72,commodity_1,101.89
72,commodity_2,184.77
72,future_0,117.26
72,future_1,179.07
72,future_2,100.98
72,bond_0,148.28
72,bond_1,110.07
72,bond_2,130.73
73,stock_0,101.88
73,stock_1,189.16
73,stock_2,126.80
73,commodity_0,182.50
73,commodity_1,195.40
73,commodity_2,185.92
73,future_0,196.07
73,future_1,181.13
73,future_2,185.41
73,bond_0,108.72
73,bond_1,184.70
73,bond_2,133.72
74,stock_0,177.12
74,stock_1,116.53
74,stock_2,146.68
74,commodity_0,162.37
74,commodity_1,140.93
74,commodity_2,143.63
74,future_0,160.61
74,future_1,142.34
74,future_2,159.92
74,bond_0,199.85
74,bond_1,114.49
74,bond_2,135.56
75,stock_0,169.81
75,stock_1,169.91
75,stock_2,164.06
75,commodity_0,135.78
75,commodity_1,133.98
75,commodity_2,106.12
75,future_0,178.04
75,future_1,140.53
75,future_2,154.26
75,bond_0,108.49
75,bond_1,178.68
75,bond_2,182.08
76,stock_0,132.69
76,stock_1,130.52
76,stock_2,122.70
76,commodity_0,155.85
76,commodity_1,147.43
76,commodity_2,114.38
76,future_0,173.02
76,future_1,145.41
76,future_2,188.13
76,bond_0,167.42
76,bond_1,132.29
76,bond_2,197.22
77,stock_0,102.63
77,stock_1,180.59
77,stock_2,124.98
77,commodity_0,133.93
77,commodity_1,157.71
77,commodity_2,163.71
77,future_0,134.72
77,future_1,105.81
77,future_2,169.71
77,bond_0,171.03
77,bond_1,163.79
77,bond_2,192.68
78,stock_0,133.50
78,stock_1,177.18
78,stock_2,165.30
78,commodity_0,113.58
78,commodity_1,159.91
78,commodity_2,139.66
78,future_0,170.23
78,future_1,162.88
78,future_2,137.75
78,bond_0,195.70
78,bond_1,186.69
78,bond_2,163.69
79,stock_0,113.87
79,stock_1,130.42
79,stock_2,109.97
79,commodity_0,127.78
79,commodity_1,128.11
79,commodity_2,139.54
79,future_0,164.90
79,future_1,132.56
79,future_2,122.47
79,bond_0,184.74
79,bond_1,121.24
79,bond_2,110.25
80,stock_0,148.96
80,stock_1,161.04
80,stock_2,148.49
80,commodity_0,165.00
80,commodity_1,174.47
80,commodity_2,125.13
80,future_0,109.23
80,future_1,161.13
80,future_2,158.38
80,bond_0,156.28
80,bond_1,147.16
80,bond_2,162.56
81,stock_0,152.85
81,stock_1,194.39
81,stock_2,101.58
81,commodity_0,139.36
81,commodity_1,155.44
81,commodity_2,105.28
81,future_0,183.17
81,future_1,151.21
81,future_2,169.44
81,bond_0,120.95
81,bond_1,152.57
81,bond_2,114.07
82,stock_0,139.12
82,stock_1,120.66
82,stock_2,124.32
82,commodity_0,121.27
82,commodity_1,154.47
82,commodity_2,114.77
82,future_0,165.40
82,future_1,172.97
82,future_2,169.09
82,bond_0,106.28
82,bond_1,120.74
82,bond_2,153.69
83,stock_0,195.74
83,stock_1,117.18
83,stock_2,160.12
83,commodity_0,106.49
83,commodity_1,138.06
83,commodity_2,134.68
83,future_0,113.11
83,future_1,154.75
83,future_2,128.52
83,bond_0,139.54
83,bond_1,185.67
83,bond_2,188.31
84,stock_0,150.78
84,stock_1,111.06
84,stock_2,123.59
84,commodity_0,146.01
84,commodity_1,164.71
84,commodity_2,188.70
84,future_0,162.70
84,future_1,179.69
84,future_2,142.19
84,bond_0,102.45
84,bond_1,161.34
84,bond_2,123.83
85,stock_0,136.86
85,stock_1,121.50
85,stock_2,144.30
85,commodity_0,178.67
85,commodity_1,144.34
85,commodity_2,192.68
85,future_0,124.66
85,future_1,144.79
85,future_2,163.53
85,bond_0,153.36
85,bond_1,139.13
85,bond_2,158.87
86,stock_0,199.11
86,stock_1,157.74
86,stock_2,197.28
86,commodity_0,179.42
86,commodity_1,193.86
86,commodity_2,106.14
86,future_0,145.91
86,future_1,159.48
86,future_2,111.97
86,bond_0,186.10
86,bond_1,188.69
86,bond_2,131.22
87,stock_0,166.95
87,stock_1,126.52
87,stock_2,143.86
87,commodity_0,172.60
87,commodity_1,156.57
87,commodity_2,154.56
87,future_0,130.82
87,future_1,118.33
87,future_2,162.83
87,bond_0,161.79
87,bond_1,150.44
87,bond_2,193.21
88,stock_0,136.66
88,stock_1,147.23
88,stock_2,182.08
88,commodity_0,129.17
88,commodity_1,180.63
88,commodity_2,143.27
88,future_0,180.68
88,future_1,120.50
88,future_2,171.07
88,bond_0,154.24
88,bond_1,137.19
88,bond_2,155.48
89,stock_0,142.00
89,stock_1,171.80
89,stock_2,116.09
89,commodity_0,141.66
89,commodity_1,193.73
89,commodity_2,124.83
89,future_0,106.19
89,future_1,120.28
89,future_2,136.18
89,bond_0,186.86
89,bond_1,182.26
89,bond_2,172.50
90,stock_0,180.71
90,stock_1,158.72
90,stock_2,154.06
90,commodity_0,143.37
90,commodity_1,194.92
90,commodity_2,137.73
90,future_0,105.21
90,future_1,186.76
90,future_2,174.14
90,bond_0,180.65
90,bond_1,169.40
90,bond_2,133.39
91,stock_0,116.31
91,stock_1,107.21
91,stock_2,119.08
91,commodity_0,122.63
91,commodity_1,133.74
91,commodity_2,154.44
91,future_0,120.74
91,future_1,124.21
91,future_2,186.24
91,bond_0,115.18
91,bond_1,181.95
91,bond_2,102.53
92,stock_0,114.25
92,stock_1,127.28
92,stock_2,100.58
92,commodity_0,167.58
92,commodity_1,190.23
92,commodity_2,193.11
92,future_0,110.84
92,future_1,105.81
92,future_2,184.27
92,bond_0,109.32
92,bond_1,162.63
92,bond_2,170.04
93,stock_0,110.19
93,stock_1,157.92
93,stock_2,170.45
93,commodity_0,160.70
93,commodity_1,134.10
93,commodity_2,101.73
93,future_0,169.91
93,future_1,122.92
93,future_2,149.54
93,bond_0,143.28
93,bond_1,124.67
93,bond_2,109.90
94,stock_0,132.02
94,stock_1,166.50
94,stock_2,131.46
94,commodity_0,163.65
94,commodity_1,197.51
94,commodity_2,152.00
94,future_0,144.64
94,future_1,154.33
94,future_2,164.90
94,bond_0,166.41
94,bond_1,147.08
94,bond_2,136.46
95,stock_0,114.43
95,stock_1,115.89
95,stock_2,133.02
95,commodity_0,111.85
95,commodity_1,180.85
95,commodity_2,196.10
95,future_0,177.02
95,future_1,148.20
95,future_2,161.25
95,bond_0,137.92
95,bond_1,191.56
95,bond_2,148.75
96,stock_0,135.54
96,stock_1,189.32
96,stock_2,147.94
96,commodity_0,141.74
96,commodity_1,169.05
96,commodity_2,158.21
96,future_0,153.89
96,future_1,163.21
96,future_2,177.68
96,bond_0,159.87
96,bond_1,187.14
96,bond_2,178.85
97,stock_0,172.73
97,stock_1,188.99
97,stock_2,184.16
97,commodity_0,159.34
97,commodity_1,195.28
97,commodity_2,173.30
97,future_0,110.96
97,future_1,158.14
97,future_2,133.72
97,bond_0,112.82
97,bond_1,190.61
97,bond_2,152.36
98,stock_0,142.51
98,stock_1,174.27
98,stock_2,170.72
98,commodity_0,128.11
98,commodity_1,167.79
98,commodity_2,132.01
98,future_0,114.39
98,future_1,146.66
98,future_2,154.41
98,bond_0,197.87
98,bond_1,126.76
98,bond_2,151.45
99,stock_0,154.50
99,stock_1,140.36
99,stock_2,170.65
99,commodity_0,127.50
99,commodity_1,114.56
99,commodity_2,128.20
99,future_0,186.67
99,future_1,106.81
99,future_2,194.25
99,bond_0,122.86
99,bond_1,104.16
99,bond_2,124.68
100,stock_0,154.57
100,stock_1,142.79
100,stock_2,170.73
100,commodity_0,151.66
100,commodity_1,142.76
100,commodity_2,137.27
100,future_0,177.97
100,future_1,160.76
100,future_2,194.84
100,bond_0,109.32
100,bond_1,116.70
100,bond_2,176.49
101,stock_0,175.63
101,stock_1,143.87
101,stock_2,121.96
101,commodity_0,111.68
101,commodity_1,182.11
101,commodity_2,130.29
101,future_0,106.53
101,future_1,169.62
101,future_2,108.08
101,bond_0,115.33
101,bond_1,166.63
101,bond_2,178.26
102,stock_0,151.20
102,stock_1,105.57
102,stock_2,103.59
102,commodity_0,112.46
102,commodity_1,186.01
102,commodity_2,191.68
102,future_0,122.05
102,future_1,135.66
102,future_2,136.32
102,bond_0,188.08
102,bond_1,151.90
102,bond_2,166.92
103,stock_0,118.63
103,stock_1,153.89
103,stock_2,141.96
103,commodity_0,125.65
103,commodity_1,128.65
103,commodity_2,177.27
103,future_0,178.41
103,future_1,126.43
103,future_2,155.97
