<TABLE>,tradable
asset-name,asset-class
STRING,STRING
stock_0,stock
stock_1,stock
stock_2,stock
commodity_0,commodity
commodity_1,commodity
commodity_2,commodity
future_0,future
future_1,future
future_2,future
bond_0,bond
bond_1,bond
bond_2,bond
<TABLE>,price-over-time
38,bond_2,416.66
39,stock_0,441.50
39,stock_1,405.80
39,stock_2,428.32
39,commodity_0,424.09
39,commodity_1,426.14
39,commodity_2,437.42
39,future_0,460.19
39,future_1,478.43
39,future_2,485.31
39,bond_0,439.01
39,bond_1,475.23
39,bond_2,457.45
40,stock_0,407.03
40,stock_1,414.73
40,stock_2,464.40
40,commodity_0,456.70
40,commodity_1,466.99
40,commodity_2,425.64
40,future_0,480.49
40,future_1,497.32
40,future_2,473.92
40,bond_0,483.14
40,bond_1,468.56
40,bond_2,485.48
41,stock_0,429.54
41,stock_1,416.32
41,stock_2,459.52
41,commodity_0,435.37
41,commodity_1,437.16
41,commodity_2,445.59
41,future_0,459.65
41,future_1,482.60
41,future_2,474.05
41,bond_0,453.19
41,bond_1,492.46
41,bond_2,486.41
42,stock_0,474.34
42,stock_1,417.35
42,stock_2,432.57
42,commodity_0,431.03
42,commodity_1,495.73
42,commodity_2,435.09
42,future_0,418.04
42,future_1,462.19
42,future_2,433.13
42,bond_0,439.92
42,bond_1,487.18
42,bond_2,490.36
43,stock_0,436.09
43,stock_1,488.04
43,stock_2,416.20
43,commodity_0,444.10
43,commodity_1,499.06
43,commodity_2,463.82
43,future_0,470.35
43,future_1,416.12
43,future_2,474.05
43,bond_0,446.95
43,bond_1,473.14
43,bond_2,476.46
44,stock_0,406.32
44,stock_1,466.78
44,stock_2,456.38
44,commodity_0,487.33
44,commodity_1,400.15
44,commodity_2,402.46
44,future_0,420.96
44,future_1,490.46
44,future_2,424.07
44,bond_0,493.74
44,bond_1,493.11
44,bond_2,408.58
45,stock_0,422.92
45,stock_1,479.32
45,stock_2,470.39
45,commodity_0,468.43
45,commodity_1,471.84
45,commodity_2,425.51
45,future_0,416.22
45,future_1,469.74
45,future_2,469.63
45,bond_0,491.93
45,bond_1,434.82
45,bond_2,418.83
46,stock_0,410.79
46,stock_1,417.40
46,stock_2,408.59
46,commodity_0,441.71
46,commodity_1,468.45
46,commodity_2,459.29
46,future_0,485.02
46,future_1,470.49
46,future_2,429.78
46,bond_0,479.58
46,bond_1,459.66
46,bond_2,443.41
47,stock_0,424.86
47,stock_1,498.39
47,stock_2,494.26
47,commodity_0,482.68
47,commodity_1,492.79
47,commodity_2,434.26
47,future_0,471.14
47,future_1,489.40
47,future_2,449.00
47,bond_0,471.76
47,bond_1,466.86
47,bond_2,416.57
48,stock_0,484.84
48,stock_1,490.95
48,stock_2,453.11
48,commodity_0,475.50
48,commodity_1,482.75
48,commodity_2,457.21
48,future_0,430.99
48,future_1,447.53
48,future_2,436.65
48,bond_0,496.49
48,bond_1,434.72
48,bond_2,471.24
49,stock_0,441.33
49,stock_1,408.58
49,stock_2,406.88
49,commodity_0,466.71
49,commodity_1,418.52
49,commodity_2,449.96
49,future_0,402.13
49,future_1,485.63
49,future_2,450.89
49,bond_0,475.54
49,bond_1,464.13
49,bond_2,425.44
50,stock_0,457.12
50,stock_1,487.28
50,stock_2,487.06
50,commodity_0,477.76
50,commodity_1,481.13
50,commodity_2,429.41
50,future_0,445.93
50,future_1,450.37
50,future_2,440.61
50,bond_0,494.65
50,bond_1,487.67
50,bond_2,421.10
51,stock_0,462.03
51,stock_1,412.03
51,stock_2,437.95
51,commodity_0,440.64
51,commodity_1,429.04
51,commodity_2,459.72
51,future_0,495.98
51,future_1,465.52
51,future_2,476.98
51,bond_0,461.50
51,bond_1,436.64
51,bond_2,486.94
52,stock_0,469.01
52,stock_1,445.82
52,stock_2,410.70
52,commodity_0,416.80
52,commodity_1,462.68
52,commodity_2,474.29
52,future_0,478.63
52,future_1,483.74
52,future_2,420.83
52,bond_0,482.33
52,bond_1,408.33
52,bond_2,464.82
53,stock_0,452.39
53,stock_1,436.55
53,stock_2,405.29
53,commodity_0,461.91
53,commodity_1,417.24
53,commodity_2,462.56
53,future_0,409.08
53,future_1,451.31
53,future_2,480.90
53,bond_0,463.22
53,bond_1,458.25
53,bond_2,498.63
54,stock_0,476.56
54,stock_1,405.40
54,stock_2,494.62
54,commodity_0,425.29
54,commodity_1,464.99
54,commodity_2,453.77
54,future_0,463.94
54,future_1,456.17
54,future_2,460.77
54,bond_0,401.90
54,bond_1,436.57
54,bond_2,409.85
55,stock_0,421.95
55,stock_1,473.01
55,stock_2,460.39
55,commodity_0,496.78
55,commodity_1,465.60
55,commodity_2,401.41
55,future_0,460.06
55,future_1,495.43
55,future_2,424.72
55,bond_0,466.61
55,bond_1,416.12
55,bond_2,474.52
56,stock_0,417.65
56,stock_1,480.02
56,stock_2,405.72
56,commodity_0,419.24
56,commodity_1,425.82
56,commodity_2,427.98
56,future_0,409.44
56,future_1,466.15
56,future_2,464.65
56,bond_0,415.34
56,bond_1,441.89
56,bond_2,434.37
57,stock_0,462.08
57,stock_1,486.99
57,stock_2,430.89
57,commodity_0,481.04
57,commodity_1,489.35
57,commodity_2,491.25
57,future_0,435.36
57,future_1,430.97
57,future_2,470.67
57,bond_0,412.05
57,bond_1,482.65
57,bond_2,488.14
58,stock_0,453.73
58,stock_1,409.01
58,stock_2,402.85
58,commodity_0,428.29
58,commodity_1,402.22
58,commodity_2,419.31
58,future_0,466.67
58,future_1,422.45
58,future_2,477.26
58,bond_0,407.67
58,bond_1,470.65
58,bond_2,478.57
59,stock_0,425.63
59,stock_1,427.16
59,stock_2,453.15
59,commodity_0,400.03
59,commodity_1,460.37
59,commodity_2,435.59
59,future_0,456.58
59,future_1,490.99
59,future_2,478.75
59,bond_0,445.70
59,bond_1,458.84
59,bond_2,450.59
60,stock_0,464.19
60,stock_1,421.45
60,stock_2,434.73
60,commodity_0,406.02
60,commodity_1,473.40
60,commodity_2,430.25
60,future_0,405.95
60,future_1,412.04
60,future_2,468.93
60,bond_0,466.46
60,bond_1,430.03
60,bond_2,462.99
61,stock_0,467.79
61,stock_1,441.73
61,stock_2,412.72
61,commodity_0,403.22
61,commodity_1,441.14
61,commodity_2,483.21
61,future_0,471.37
61,future_1,430.66
61,future_2,496.03
61,bond_0,472.22
61,bond_1,439.06
61,bond_2,485.73
62,stock_0,464.45
62,stock_1,470.38
62,stock_2,444.77
62,commodity_0,453.76
62,commodity_1,402.30
62,commodity_2,480.45
62,future_0,402.50
62,future_1,455.30
62,future_2,423.80
62,bond_0,464.64
62,bond_1,429.13
62,bond_2,472.72
63,stock_0,401.31
63,stock_1,425.73
63,stock_2,470.60
63,commodity_0,481.46
63,commodity_1,491.61
63,commodity_2,417.68
63,future_0,433.98
63,future_1,474.16
63,future_2,417.42
63,bond_0,467.53
63,bond_1,433.99
63,bond_2,423.01
64,stock_0,427.97
64,stock_1,457.72
64,stock_2,456.06
64,commodity_0,467.24
64,commodity_1,409.82
64,commodity_2,479.97
64,future_0,408.70
64,future_1,433.47
64,future_2,475.49
64,bond_0,429.63
64,bond_1,453.63
64,bond_2,461.56
65,stock_0,467.72
65,stock_1,461.18
65,stock_2,419.72
65,commodity_0,405.26
65,commodity_1,499.74
65,commodity_2,404.91
65,future_0,410.81
65,future_1,408.10
65,future_2,449.19
65,bond_0,498.81
65,bond_1,443.88
65,bond_2,488.73
66,stock_0,439.11
66,stock_1,495.43
66,stock_2,419.32
66,commodity_0,427.32
66,commodity_1,448.73
66,commodity_2,435.95
66,future_0,474.67
66,future_1,470.77
66,future_2,483.97
66,bond_0,449.00
66,bond_1,477.86
66,bond_2,452.26
67,stock_0,419.35
67,stock_1,418.74
67,stock_2,441.06
67,commodity_0,473.99
67,commodity_1,458.29
67,commodity_2,406.15
67,future_0,432.58
67,future_1,490.84
67,future_2,456.02
67,bond_0,446.92
67,bond_1,498.65
67,bond_2,470.93
68,stock_0,476.72
68,stock_1,412.16
68,stock_2,454.41
68,commodity_0,431.16
68,commodity_1,480.03
68,commodity_2,431.13
68,future_0,493.39
68,future_1,406.35
68,future_2,417.03
68,bond_0,448.75
68,bond_1,482.84
68,bond_2,440.01
69,stock_0,486.66
69,stock_1,435.06
69,stock_2,454.56
69,commodity_0,400.52
69,commodity_1,483.94
69,commodity_2,423.98
69,future_0,412.19
69,future_1,442.11
69,future_2,449.94
69,bond_0,454.21
69,bond_1,420.48
69,bond_2,481.44
70,stock_0,457.38
70,stock_1,487.72
70,stock_2,499.14
70,commodity_0,474.36
70,commodity_1,472.02
70,commodity_2,467.64
70,future_0,482.25
70,future_1,488.93
70,future_2,418.90
70,bond_0,475.37
70,bond_1,462.05
70,bond_2,446.19
71,stock_0,442.50
71,stock_1,451.13
71,stock_2,484.00
71,commodity_0,485.07
71,commodity_1,490.45
71,commodity_2,425.02
71,future_0,470.39
71,future_1,411.71
71,future_2,407.24
71,bond_0,416.79
71,bond_1,403.04
71,bond_2,484.14
72,stock_0,423.90
72,stock_1,470.64
72,stock_2,434.51
72,commodity_0,472.12
72,commodity_1,450.44
72,commodity_2,448.70
72,future_0,428.00
72,future_1,402.81
72,future_2,400.95
72,bond_0,437.47
72,bond_1,412.28
72,bond_2,497.28
73,stock_0,480.58
73,stock_1,495.31
73,stock_2,417.45
73,commodity_0,439.14
73,commodity_1,415.25
73,commodity_2,407.74
73,future_0,430.09
73,future_1,422.91
73,future_2,404.87
73,bond_0,488.01
73,bond_1,440.67
73,bond_2,440.90
74,stock_0,446.28
74,stock_1,477.64
74,stock_2,447.15
74,commodity_0,412.58
74,commodity_1,448.40
74,commodity_2,482.22
74,future_0,431.36
74,future_1,421.78
74,future_2,484.59
74,bond_0,408.75
74,bond_1,414.80
74,bond_2,478.39
75,stock_0,470.98
75,stock_1,414.03
75,stock_2,494.76
75,commodity_0,402.29
75,commodity_1,459.46
75,commodity_2,448.68
75,future_0,456.60
75,future_1,439.57
75,future_2,484.93
75,bond_0,462.97
75,bond_1,442.99
75,bond_2,449.80
76,stock_0,404.42
76,stock_1,463.83
76,stock_2,405.24
76,commodity_0,455.11
76,commodity_1,431.12
76,commodity_2,416.66
76,future_0,484.91
76,future_1,408.89
76,future_2,417.85
76,bond_0,484.86
76,bond_1,493.55
76,bond_2,449.35
77,stock_0,402.30
77,stock_1,432.22
77,stock_2,480.10
77,commodity_0,483.19
77,commodity_1,462.15
77,commodity_2,467.84
77,future_0,475.72
77,future_1,465.31
77,future_2,403.95
77,bond_0,483.93
77,bond_1,491.54
77,bond_2,437.07
78,stock_0,467.08
78,stock_1,433.49
78,stock_2,476.20
78,commodity_0,418.55
78,commodity_1,491.73
78,commodity_2,430.41
78,future_0,452.01
78,future_1,400.43
78,future_2,430.73
78,bond_0,425.89
78,bond_1,474.15
78,bond_2,487.37
79,stock_0,424.11
79,stock_1,429.67
79,stock_2,405.98
79,commodity_0,498.02
79,commodity_1,428.48
79,commodity_2,492.28
79,future_0,443.39
79,future_1,473.04
79,future_2,449.63
79,bond_0,418.50
79,bond_1,498.15
79,bond_2,429.42
80,stock_0,449.14
80,stock_1,488.73
80,stock_2,437.52
80,commodity_0,494.94
80,commodity_1,441.93
80,commodity_2,432.44
80,future_0,452.54
80,future_1,408.84
80,future_2,451.99
80,bond_0,498.74
80,bond_1,478.32
80,bond_2,419.69
81,stock_0,452.03
81,stock_1,475.04
81,stock_2,483.72
81,commodity_0,483.69
81,commodity_1,429.47
81,commodity_2,404.70
81,future_0,475.36
81,future_1,400.42
81,future_2,410.97
81,bond_0,432.02
81,bond_1,421.37
81,bond_2,447.73
82,stock_0,405.44
82,stock_1,447.48
82,stock_2,434.21
82,commodity_0,410.36
82,commodity_1,425.60
82,commodity_2,403.83
82,future_0,429.55
82,future_1,483.79
82,future_2,468.69
82,bond_0,447.76
82,bond_1,405.11
82,bond_2,479.11
83,stock_0,494.19
83,stock_1,433.20
83,stock_2,474.21
83,commodity_0,454.92
83,commodity_1,485.94
83,commodity_2,429.00
83,future_0,404.49
83,future_1,434.19
83,future_2,445.98
83,bond_0,404.96
83,bond_1,486.70
83,bond_2,436.05
84,stock_0,404.65
84,stock_1,447.37
84,stock_2,456.96
84,commodity_0,422.76
84,commodity_1,486.43
84,commodity_2,461.38
84,future_0,470.40
84,future_1,444.40
84,future_2,450.04
84,bond_0,400.49
84,bond_1,447.69
84,bond_2,419.27
85,stock_0,405.67
85,stock_1,455.48
85,stock_2,408.26
85,commodity_0,442.52
85,commodity_1,455.23
85,commodity_2,442.39
85,future_0,431.74
85,future_1,485.10
85,future_2,458.73
85,bond_0,439.59
85,bond_1,400.76
85,bond_2,461.22
86,stock_0,473.93
86,stock_1,423.35
86,stock_2,487.20
86,commodity_0,479.77
86,commodity_1,497.79
86,commodity_2,449.35
86,future_0,434.42
86,future_1,415.77
86,future_2,445.89
86,bond_0,495.68
86,bond_1,414.82
86,bond_2,492.09
87,stock_0,432.08
87,stock_1,495.92
87,stock_2,432.26
87,commodity_0,459.71
87,commodity_1,402.00
87,commodity_2,451.60
87,future_0,464.27
87,future_1,443.25
87,future_2,421.62
87,bond_0,467.54
87,bond_1,480.15
87,bond_2,468.63
88,stock_0,424.26
88,stock_1,492.51
88,stock_2,438.94
88,commodity_0,439.43
88,commodity_1,438.27
88,commodity_2,413.63
88,future_0,463.40
88,future_1,451.13
88,future_2,429.14
88,bond_0,456.95
88,bond_1,491.15
88,bond_2,405.92
89,stock_0,485.29
89,stock_1,460.31
89,stock_2,450.25
89,commodity_0,472.67
89,commodity_1,461.39
89,commodity_2,492.69
89,future_0,443.53
89,future_1,435.81
89,future_2,461.75
89,bond_0,477.66
89,bond_1,450.67
89,bond_2,422.51
90,stock_0,464.48
90,stock_1,488.86
90,stock_2,499.68
90,commodity_0,444.41
90,commodity_1,453.06
90,commodity_2,424.04
90,future_0,448.30
90,future_1,441.25
90,future_2,473.47
90,bond_0,460.24
90,bond_1,423.50
90,bond_2,401.57
91,stock_0,457.85
91,stock_1,494.74
91,stock_2,456.13
91,commodity_0,423.87
91,commodity_1,463.71
91,commodity_2,441.45
91,future_0,487.27
91,future_1,497.17
91,future_2,490.25
91,bond_0,460.77
91,bond_1,412.97
91,bond_2,460.18
92,stock_0,427.81
92,stock_1,453.16
92,stock_2,429.69
92,commodity_0,419.77
92,commodity_1,455.87
92,commodity_2,420.10
92,future_0,461.18
92,future_1,412.12
92,future_2,475.01
92,bond_0,492.52
92,bond_1,427.95
92,bond_2,466.31
93,stock_0,487.22
93,stock_1,409.46
93,stock_2,458.39
93,commodity_0,490.67
93,commodity_1,438.16
93,commodity_2,417.08
93,future_0,451.21
93,future_1,411.86
93,future_2,455.17
93,bond_0,441.77
93,bond_1,426.36
93,bond_2,417.42
94,stock_0,452.81
94,stock_1,449.81
94,stock_2,419.51
94,commodity_0,412.68
94,commodity_1,436.52
94,commodity_2,469.96
94,future_0,463.92
94,future_1,472.12
94,future_2,423.22
94,bond_0,417.58
94,bond_1,420.98
94,bond_2,401.13
95,stock_0,404.69
95,stock_1,418.60
95,stock_2,403.19
95,commodity_0,447.16
95,commodity_1,469.01
95,commodity_2,461.58
95,future_0,465.25
95,future_1,441.38
95,future_2,493.21
95,bond_0,477.23
95,bond_1,471.55
95,bond_2,408.70
96,stock_0,426.62
96,stock_1,404.22
96,stock_2,491.56
96,commodity_0,498.17
96,commodity_1,491.71
96,commodity_2,413.28
96,future_0,497.83
96,future_1,465.12
96,future_2,431.13
96,bond_0,408.49
96,bond_1,424.76
96,bond_2,405.87
97,stock_0,494.82
97,stock_1,413.14
97,stock_2,440.51
97,commodity_0,471.03
97,commodity_1,427.93
97,commodity_2,403.43
97,future_0,445.76
97,future_1,476.39
97,future_2,483.44
97,bond_0,463.01
97,bond_1,473.48
97,bond_2,442.71
98,stock_0,418.66
98,stock_1,496.50
98,stock_2,483.57
98,commodity_0,416.28
98,commodity_1,407.74
98,commodity_2,494.20
98,future_0,414.63
98,future_1,491.17
98,future_2,449.90
98,bond_0,450.23
98,bond_1,454.68
98,bond_2,423.47
99,stock_0,415.31
99,stock_1,411.87
99,stock_2,496.69
99,commodity_0,437.22
99,commodity_1,451.57
99,commodity_2,407.35
99,future_0,433.24
99,future_1,444.01
99,future_2,499.11
99,bond_0,473.38
99,bond_1,439.58
99,bond_2,417.59
100,stock_0,463.55
100,stock_1,434.67
100,stock_2,444.26
100,commodity_0,422.80
100,commodity_1,479.35
100,commodity_2,434.41
100,future_0,421.05
100,future_1,467.75
100,future_2,414.92
100,bond_0,493.07
100,bond_1,460.40
100,bond_2,460.04
101,stock_0,490.82
101,stock_1,494.62
101,stock_2,452.07
101,commodity_0,446.72
101,commodity_1,445.75
101,commodity_2,480.96
101,future_0,464.89
101,future_1,414.57
101,future_2,415.73
101,bond_0,432.89
101,bond_1,473.80
101,bond_2,496.07
102,stock_0,448.80
102,stock_1,409.77
102,stock_2,496.44
102,commodity_0,446.47
102,commodity_1,484.52
102,commodity_2,437.56
102,future_0,450.50
102,future_1,462.23
102,future_2,433.54
102,bond_0,428.92
102,bond_1,487.51
102,bond_2,437.73
103,stock_0,462.11
103,stock_1,421.67
103,stock_2,405.94
103,commodity_0,413.12
103,commodity_1,420.34
103,commodity_2,421.17
103,future_0,491.50
103,future_1,404.02
103,future_2,400.46
